"Plot Title: CM2SM"
"#","Date Time, GMT-08:00","Water Content, m³/m³ (LGR S/N: 20418942, SEN S/N: 20684002, LBL: 30 CM)","Water Content, m³/m³ (LGR S/N: 20418942, SEN S/N: 20684005, LBL: 10 CM)","Water Content, m³/m³ (LGR S/N: 20418942, SEN S/N: 20684009, LBL: 1 M)"
206,12/12/19 10:30:01 PM,0.3163,0.2796,0.2410
207,12/12/19 11:00:01 PM,0.3160,0.2796,0.2406
208,12/12/19 11:30:01 PM,0.3160,0.2793,0.2406
209,12/13/19 12:00:01 AM,0.3156,0.2796,0.2406
210,12/13/19 12:30:01 AM,0.3156,0.2793,0.2403
211,12/13/19 01:00:01 AM,0.3156,0.2793,0.2403
212,12/13/19 01:30:01 AM,0.3156,0.2793,0.2403
213,12/13/19 02:00:01 AM,0.3151,0.2790,0.2403
214,12/13/19 02:30:01 AM,0.3151,0.2790,0.2399
215,12/13/19 03:00:01 AM,0.3151,0.2786,0.2399
216,12/13/19 03:30:01 AM,0.3151,0.2783,0.2399
217,12/13/19 04:00:01 AM,0.3148,0.2783,0.2399
218,12/13/19 04:30:01 AM,0.3148,0.2783,0.2394
219,12/13/19 05:00:01 AM,0.3148,0.2783,0.2394
220,12/13/19 05:30:01 AM,0.3148,0.2780,0.2394
221,12/13/19 06:00:01 AM,0.3148,0.2780,0.2390
222,12/13/19 06:30:01 AM,0.3148,0.2780,0.2390
223,12/13/19 07:00:01 AM,0.3144,0.2783,0.2387
224,12/13/19 07:30:01 AM,0.3144,0.2793,0.2387
225,12/13/19 08:00:01 AM,0.3144,0.2796,0.2387
226,12/13/19 08:30:01 AM,0.3144,0.2806,0.2383
227,12/13/19 09:00:01 AM,0.3144,0.2813,0.2383
228,12/13/19 09:30:01 AM,0.3144,0.2817,0.2383
229,12/13/19 10:00:01 AM,0.3144,0.2830,0.2379
230,12/13/19 10:30:01 AM,0.3144,0.2840,0.2379
231,12/13/19 11:00:01 AM,0.3148,0.2857,0.2379
232,12/13/19 11:30:01 AM,0.3148,0.2884,0.2379
233,12/13/19 12:00:01 PM,0.3160,0.2911,0.2374
234,12/13/19 12:30:01 PM,0.3183,0.2914,0.2374
235,12/13/19 01:00:01 PM,0.3211,0.2911,0.2371
236,12/13/19 01:30:01 PM,0.3235,0.2904,0.2371
237,12/13/19 02:00:01 PM,0.3244,0.2895,0.2371
238,12/13/19 02:30:01 PM,0.3249,0.2884,0.2371
239,12/13/19 03:00:01 PM,0.3244,0.2877,0.2367
240,12/13/19 03:30:01 PM,0.3240,0.2874,0.2367
241,12/13/19 04:00:01 PM,0.3235,0.2887,0.2367
242,12/13/19 04:30:01 PM,0.3244,0.2895,0.2367
243,12/13/19 05:00:01 PM,0.3249,0.2898,0.2367
244,12/13/19 05:30:01 PM,0.3252,0.2895,0.2367
245,12/13/19 06:00:01 PM,0.3249,0.2890,0.2367
246,12/13/19 06:30:01 PM,0.3249,0.2890,0.2367
247,12/13/19 07:00:01 PM,0.3249,0.2898,0.2371
248,12/13/19 07:30:01 PM,0.3261,0.2938,0.2371
249,12/13/19 08:00:01 PM,0.3308,0.2942,0.2371
250,12/13/19 08:30:01 PM,0.3343,0.2946,0.2374
251,12/13/19 09:00:01 PM,0.3339,0.2922,0.2379
252,12/13/19 09:30:01 PM,0.3317,0.2942,0.2383
253,12/13/19 10:00:01 PM,0.3348,0.2966,0.2390
