"TOA5","CR800Series","CR800","35057","CR800.Std.27.04","CPU:rockcreek.CR8","58001","Table2"
"TIMESTAMP","RECORD","BattV_Min","VWC","EC","T"
"2019-07-24 20:30:00",248,13.04,0.261,0.046,18.73
"2019-07-24 21:00:00",249,13.03,0.261,0.046,18.81
"2019-07-24 21:30:00",250,13.02,0.261,0.046,18.82
"2019-07-24 22:00:00",251,13.01,0.261,0.046,18.89
"2019-07-24 22:30:00",252,13,0.261,0.046,18.95
"2019-07-24 23:00:00",253,12.99,0.261,0.046,19.02
"2019-07-24 23:30:00",254,12.98,0.261,0.046,19.05
"2019-07-25 00:00:00",255,12.97,0.261,0.046,19.07
"2019-07-25 00:30:00",256,12.97,0.261,0.046,19.1
"2019-07-25 01:00:00",257,12.96,0.261,0.046,19.12
"2019-07-25 01:30:00",258,12.95,0.261,0.046,19.14
"2019-07-25 02:00:00",259,12.94,0.261,0.046,19.17
"2019-07-25 02:30:00",260,12.94,0.261,0.046,19.16
"2019-07-25 03:00:00",261,12.93,0.261,0.046,19.19
"2019-07-25 03:30:00",262,12.93,0.261,0.046,19.19
"2019-07-25 04:00:00",263,12.92,0.261,0.046,19.17
"2019-07-25 04:30:00",264,12.92,0.261,0.046,19.15
"2019-07-25 05:00:00",265,12.91,0.261,0.046,19.16
"2019-07-25 05:30:00",266,12.91,0.261,0.046,19.14
"2019-07-25 06:00:00",267,12.91,0.261,0.046,19.09
"2019-07-25 06:30:00",268,12.9,0.261,0.046,19.1
"2019-07-25 07:00:00",269,12.9,0.261,0.046,19.05
"2019-07-25 07:30:00",270,12.91,0.261,0.046,19.03
"2019-07-25 08:00:00",271,12.91,0.261,0.046,18.99
"2019-07-25 08:30:00",272,13.28,0.261,0.046,18.97
"2019-07-25 09:00:00",273,13.98,0.261,0.046,18.91
"2019-07-25 09:30:00",274,13.79,0.261,0.046,18.88
"2019-07-25 10:00:00",275,13.64,0.261,0.046,18.82
"2019-07-25 10:30:00",276,13.5,0.261,0.046,18.78
"2019-07-25 11:00:00",277,13.41,0.261,0.046,18.73
"2019-07-25 11:30:00",278,13.36,0.261,0.046,18.68
"2019-07-25 12:00:00",279,13.3,0.261,0.046,18.65
"2019-07-25 12:30:00",280,13.22,0.261,0.046,18.6
"2019-07-25 13:00:00",281,13.19,0.261,0.046,18.56
"2019-07-25 13:30:00",282,13.23,0.261,0.046,18.52
"2019-07-25 14:00:00",283,13.2,0.261,0.046,18.47
"2019-07-25 14:30:00",284,13.19,0.261,0.046,18.46
"2019-07-25 15:00:00",285,13.22,0.261,0.046,18.45
"2019-07-25 15:30:00",286,13.21,0.261,0.045,18.45
"2019-07-25 16:00:00",287,13.28,0.261,0.046,18.43
"2019-07-25 16:30:00",288,13.25,0.261,0.045,18.4
"2019-07-25 17:00:00",289,13.23,0.261,0.046,18.45
"2019-07-25 17:30:00",290,13.29,0.26,0.046,18.46
"2019-07-25 18:00:00",291,13.21,0.261,0.045,18.46
"2019-07-25 18:30:00",292,13.17,0.261,0.046,18.51
"2019-07-25 19:00:00",293,13.15,0.26,0.046,18.54
"2019-07-25 19:30:00",294,13.12,0.261,0.046,18.59
"2019-07-25 20:00:00",295,13.1,0.261,0.046,18.59
"2019-07-25 20:30:00",296,13.09,0.261,0.046,18.69
"2019-07-25 21:00:00",297,13.08,0.261,0.046,18.72
"2019-07-25 21:30:00",298,13.06,0.261,0.046,18.75
"2019-07-25 22:00:00",299,13.05,0.261,0.046,18.79
"2019-07-25 22:30:00",300,13.04,0.261,0.046,18.83
"2019-07-25 23:00:00",301,13.03,0.261,0.046,18.87
"2019-07-25 23:30:00",302,13.02,0.261,0.046,18.89
"2019-07-26 00:00:00",303,13.01,0.261,0.046,18.95
"2019-07-26 00:30:00",304,13.01,0.261,0.046,18.94
"2019-07-26 01:00:00",305,13,0.261,0.046,19.01
"2019-07-26 01:30:00",306,12.99,0.261,0.046,19.02
"2019-07-26 02:00:00",307,12.99,0.261,0.046,19.03
"2019-07-26 02:30:00",308,12.98,0.261,0.046,19.03
"2019-07-26 03:00:00",309,12.97,0.261,0.046,19.06
"2019-07-26 03:30:00",310,12.97,0.261,0.046,19.03
"2019-07-26 04:00:00",311,12.96,0.261,0.046,19.04
"2019-07-26 04:30:00",312,12.96,0.261,0.046,19.06
"2019-07-26 05:00:00",313,12.95,0.261,0.046,19.06
"2019-07-26 05:30:00",314,12.95,0.261,0.046,19.05
"2019-07-26 06:00:00",315,12.94,0.261,0.046,19.02
"2019-07-26 06:30:00",316,12.94,0.261,0.046,19
"2019-07-26 07:00:00",317,12.94,0.261,0.046,18.98
"2019-07-26 07:30:00",318,12.94,0.261,0.046,18.97
"2019-07-26 08:00:00",319,12.96,0.261,0.046,18.94
"2019-07-26 08:30:00",320,13.35,0.261,0.046,18.93
"2019-07-26 09:00:00",321,13.88,0.261,0.046,18.88
"2019-07-26 09:30:00",322,13.82,0.261,0.046,18.89
"2019-07-26 10:00:00",323,13.65,0.261,0.046,18.82
"2019-07-26 10:30:00",324,13.5,0.26,0.046,18.79
"2019-07-26 11:00:00",325,13.41,0.26,0.046,18.76
"2019-07-26 11:30:00",326,13.29,0.261,0.046,18.71
"2019-07-26 12:00:00",327,13.21,0.26,0.046,18.7
"2019-07-26 12:30:00",328,13.18,0.26,0.046,18.66
"2019-07-26 13:00:00",329,13.15,0.26,0.046,18.64
"2019-07-26 13:30:00",330,13.12,0.26,0.046,18.6
"2019-07-26 14:00:00",331,13.1,0.26,0.046,18.59
"2019-07-26 14:30:00",332,13.09,0.26,0.046,18.55
"2019-07-26 15:00:00",333,13.18,0.26,0.046,18.56
"2019-07-26 15:30:00",334,13.14,0.26,0.046,18.53
"2019-07-26 16:00:00",335,13.25,0.26,0.046,18.5
"2019-07-26 16:30:00",336,13.26,0.26,0.046,18.54
"2019-07-26 17:00:00",337,13.19,0.26,0.046,18.55
"2019-07-26 17:30:00",338,13.19,0.26,0.046,18.59
"2019-07-26 18:00:00",339,13.16,0.26,0.046,18.64
"2019-07-26 18:30:00",340,13.12,0.26,0.046,18.69
"2019-07-26 19:00:00",341,13.1,0.26,0.046,18.73
"2019-07-26 19:30:00",342,13.07,0.26,0.046,18.8
"2019-07-26 20:00:00",343,13.06,0.26,0.046,18.86
"2019-07-26 20:30:00",344,13.05,0.26,0.046,18.94
"2019-07-26 21:00:00",345,13.04,0.26,0.046,18.97
"2019-07-26 21:30:00",346,13.02,0.26,0.046,19.05
"2019-07-26 22:00:00",347,13.02,0.26,0.047,19.06
"2019-07-26 22:30:00",348,13.01,0.26,0.046,19.14
"2019-07-26 23:00:00",349,13,0.26,0.046,19.22
"2019-07-26 23:30:00",350,12.99,0.26,0.046,19.23
"2019-07-27 00:00:00",351,12.98,0.261,0.047,19.26
"2019-07-27 00:30:00",352,12.98,0.261,0.046,19.3
"2019-07-27 01:00:00",353,12.97,0.261,0.046,19.33
"2019-07-27 01:30:00",354,12.96,0.261,0.046,19.34
"2019-07-27 02:00:00",355,12.96,0.261,0.046,19.35
"2019-07-27 02:30:00",356,12.95,0.261,0.046,19.38
"2019-07-27 03:00:00",357,12.95,0.261,0.047,19.38
"2019-07-27 03:30:00",358,12.94,0.261,0.047,19.4
"2019-07-27 04:00:00",359,12.94,0.261,0.047,19.37
"2019-07-27 04:30:00",360,12.93,0.261,0.046,19.37
"2019-07-27 05:00:00",361,12.92,0.261,0.047,19.36
"2019-07-27 05:30:00",362,12.92,0.261,0.046,19.34
"2019-07-27 06:00:00",363,12.92,0.261,0.047,19.32
"2019-07-27 06:30:00",364,12.92,0.261,0.046,19.29
"2019-07-27 07:00:00",365,12.91,0.261,0.046,19.27
"2019-07-27 07:30:00",366,12.92,0.261,0.047,19.26
"2019-07-27 08:00:00",367,12.91,0.261,0.046,19.22
"2019-07-27 08:30:00",368,13.34,0.26,0.046,19.19
"2019-07-27 09:00:00",369,13.92,0.26,0.046,19.16
"2019-07-27 09:30:00",370,13.71,0.26,0.046,19.12
"2019-07-27 10:00:00",371,13.56,0.26,0.047,19.09
"2019-07-27 10:30:00",372,13.47,0.26,0.046,19.05
"2019-07-27 11:00:00",373,13.36,0.26,0.046,19.01
"2019-07-27 11:30:00",374,13.25,0.26,0.046,18.97
"2019-07-27 12:00:00",375,13.2,0.26,0.046,18.93
"2019-07-27 12:30:00",376,13.16,0.26,0.046,18.9
"2019-07-27 13:00:00",377,13.13,0.26,0.046,18.87
"2019-07-27 13:30:00",378,13.1,0.26,0.046,18.81
"2019-07-27 14:00:00",379,13.08,0.26,0.046,18.78
"2019-07-27 14:30:00",380,13.06,0.26,0.046,18.75
"2019-07-27 15:00:00",381,13.11,0.26,0.046,18.74
"2019-07-27 15:30:00",382,13.08,0.26,0.046,18.76
"2019-07-27 16:00:00",383,13.17,0.26,0.046,18.74
"2019-07-27 16:30:00",384,13.17,0.26,0.046,18.72
"2019-07-27 17:00:00",385,13.12,0.26,0.046,18.76
"2019-07-27 17:30:00",386,13.14,0.26,0.046,18.8
"2019-07-27 18:00:00",387,13.12,0.26,0.046,18.85
"2019-07-27 18:30:00",388,13.07,0.26,0.046,18.9
"2019-07-27 19:00:00",389,13.06,0.26,0.046,18.97
"2019-07-27 19:30:00",390,13.04,0.26,0.046,19.01
"2019-07-27 20:00:00",391,13.03,0.26,0.046,19.08
"2019-07-27 20:30:00",392,13.02,0.26,0.046,19.15
"2019-07-27 21:00:00",393,13.01,0.26,0.046,19.21
"2019-07-27 21:30:00",394,13,0.26,0.046,19.28
"2019-07-27 22:00:00",395,12.99,0.26,0.046,19.34
"2019-07-27 22:30:00",396,12.98,0.26,0.046,19.39
"2019-07-27 23:00:00",397,12.98,0.26,0.046,19.46
"2019-07-27 23:30:00",398,12.97,0.26,0.046,19.49
"2019-07-28 00:00:00",399,12.96,0.26,0.047,19.51
"2019-07-28 00:30:00",400,12.96,0.26,0.047,19.53
"2019-07-28 01:00:00",401,12.95,0.261,0.046,19.56
"2019-07-28 01:30:00",402,12.94,0.26,0.047,19.61
"2019-07-28 02:00:00",403,12.94,0.26,0.047,19.62
"2019-07-28 02:30:00",404,12.92,0.261,0.047,19.61
"2019-07-28 03:00:00",405,12.92,0.261,0.046,19.64
"2019-07-28 03:30:00",406,12.91,0.261,0.047,19.64
"2019-07-28 04:00:00",407,12.92,0.261,0.047,19.63
"2019-07-28 04:30:00",408,12.91,0.261,0.047,19.62
"2019-07-28 05:00:00",409,12.9,0.261,0.047,19.61
"2019-07-28 05:30:00",410,12.9,0.261,0.047,19.58
"2019-07-28 06:00:00",411,12.9,0.261,0.047,19.59
"2019-07-28 06:30:00",412,12.89,0.261,0.046,19.56
"2019-07-28 07:00:00",413,12.9,0.261,0.047,19.52
"2019-07-28 07:30:00",414,12.9,0.261,0.047,19.48
"2019-07-28 08:00:00",415,12.91,0.261,0.047,19.46
"2019-07-28 08:30:00",416,13.4,0.261,0.047,19.42
"2019-07-28 09:00:00",417,13.98,0.26,0.047,19.39
"2019-07-28 09:30:00",418,13.82,0.261,0.047,19.35
"2019-07-28 10:00:00",419,13.65,0.26,0.047,19.3
"2019-07-28 10:30:00",420,13.53,0.26,0.047,19.23
"2019-07-28 11:00:00",421,13.41,0.26,0.047,19.19
"2019-07-28 11:30:00",422,13.32,0.26,0.046,19.16
"2019-07-28 12:00:00",423,13.25,0.261,0.046,19.13
"2019-07-28 12:30:00",424,13.19,0.26,0.046,19.08
"2019-07-28 13:00:00",425,13.15,0.26,0.046,19.03
"2019-07-28 13:30:00",426,13.12,0.26,0.047,18.99
"2019-07-28 14:00:00",427,13.09,0.26,0.046,18.97
"2019-07-28 14:30:00",428,13.06,0.26,0.046,18.94
"2019-07-28 15:00:00",429,13.13,0.26,0.047,18.92
"2019-07-28 15:30:00",430,13.14,0.26,0.046,18.91
